id,sents
950,Isabel has gotten fat this summer
951,Butter is a milk product
952,Ice is more slippery when unexpected.
953,He put a pen in his pencil case.
954,She goes to the college by her car
955,"When my sister was in the hospital, she received cards and flowers."
956,If you study you pass the exams
957,My son loves eating pizza every weekend.
958,Mountains from Poland are very high
959,He checked the time in watch
960,I peel off banana and make banana shake.
961,I am parking my car in garage
962,My doctor gave me the last dose of the injection yesterday.
963,We need save his life with two pints of blood.
964,She used a belt to hold her pants up
965,A bird flies in the sky
966,I ate a chicken nugget
967,he uses color cartridge to print the pictures
968,SHE PICKS ORANGE FROM ORANGE TREE.
969,Some cities have a football team.
970,He filled up the bathtub with water
971,Musicians have a great ear
972,A boy went to the library to take the books
973,Alcohol might affect someone's memory of events.
974,The cat is black and has green eyes.
975,she eats food to be alive
976,my brother swimming  on water every day
977,I usually play tennis with a tennis ball.
978,Wine is a type of drink
979,We played our last football tournament at Telsi Indoor Stadium.
980,MY SISTER EATS APPLE EVERY MORNING.
981,He took medicine for fever
982,the Sahara desert is covered with sand
983,He ate cereal for dinner
984,Dogs are friend of man
985,Christmas is a Christian holiday
986,I raise the dog at home
987,I washed my dishes with soap.
988,My cat uses a litter box.
989,He drove a car
990,He enjoyed acting in the school play.
991,He got married to his girlfriend.
992,An arrow is drawn back on a bow.
993,he used spirit for hand sanitizing
994,He regularly went swimming for exercises body
995,He bought ice cream at the ice cream store.
996,A cat is under the table
997,i use umbrella to escape from rains
998,A hamburger must contain bread
999,Trees need sun to grow.
1000,Jim boarded a jumbo jet to go on holiday
1001,Sometimes going to a concert causes feeling happy
1002,The dog chased the cat.
1003,Buttered noodles is a popular dish
1004,i captured a photo in my camera
1005,Going to a baseball game can be entertaining but is very relaxing too.
1006,The sky is blue.
1007,He wore running shoes in his legs
1008,cars are mostly made of metal
1009,He put a roast in the oven
1010,I bought a phone online
1011,I washed off the stain on my face with clean water.
1012,Cheetah runs faster
1013,The Earth is a planet
1014,A bookshelf contains different books
1015,The simplest carbohydrates are monosaccharides
1016,He watched the commercials in TV
1017,He put the pizza in the oven.
1018,My cat drinks milk everyday.
1019,He wiped his mouth on a napkin.
1020,People learn languages when they are young.
1021,Pigeons fly through the air
1022,I bought the coach bag from a department store close to my work place.
1023,She built a big sandcastle on the beach.
1024,"For a vehicle to run, it must have gas."
1025,My television is broken
1026,he went to the hotel to eat breakfast
1027,He blew air in the balloon to make it big
1028,Bricks are made from clay
1029,The crocodile ate a fish
1030,He drove his car to work in Los Angeles
1031,Duct tape can be used to seal air ducts.
1032,doctor treat the illness of patient
1033,He went to the bank to withdraw money.
1034,The girl's favorite snack was a banana.
1035,The man screamed at the dog
1036,He parked the car in the garage
1037,A laptop contain several parts as a machine
1038,Milk is white in color
1039,my brother look like hero
1040,An octagon has eight sides.
1041,A trumpet is played by blowing.
1042,Basketball is a team sport so you need to pass to your teammates
1043,You put your headphones on your head.
1044,my sister is driving a car
1045,my brother is strong person
1046,There is 24 hours in a day.
1047,She the string with scissors
1048,She flew to Europe on a plane.
1049,Texas is hot in the summer
1050,"My first car was bought from a Car Shop in Douglasville, Georgia."
1051,Cats enjoy fish and chicken
1052,My sandwich is being prepared by my father
1053,He has hat on his head
1054,The boy went home after playing with his friends.
1055,He cut the grass with a riding lawn mower.
1056,I skated on ice at the ice rink.
1057,Ben drove his car to the store.
1058,A man got into the taxi.
1059,He plays baseball on the weekend
1060,I rode the bus to work.
1061,he took some water by a glass to drink
1062,I like reading books
1063,Hospitals are safe
1064,The Grand Canyon is in Arizona
1065,A scientist planned to go to the space by Rocket
1066,People perform during a play.
1067,She put the ring on her finger.
1068,i just take every decision by my mind
1069,This activity is made for the purpose of entertainment
1070,He took a nap on the couch
1071,A comb is for combing your hair
1072,He wore rain coat since it was raining
1073,playing frisbee is for people who like to play frisbee
1074,He zipped up his jacket.
1075,A novel is a type of book
1076,She read a big book
1077,HE AND SHE GOES FOR DINNER  TO THE HOTEL.
1078,Fishes can only live in water.
1079,my brother drive car
1080,my sister drive a car
1081,Three people ate dinner and one of them was a vegetarian.
1082,The boy went to school to learn from a teacher.
1083,I usually wear red shoes.
1084,He floated a red balloon to space.
1085,The house had a lightning rod on top to protect it from lighting.
1086,There are many insects in the swamp.
1087,Soap helps to clean.
1088,She cooked a soup with broth
1089,He put a pen in my bag
1090,They took the patient in an ambulance
1091,The book was fun to read
1092,Took the child in school to learn to read and write
1093,Mercury is the closest planet to the sun.
1094,Mozart is a famous musician who is not from this century
1095,My daughter is wearing a black jacket
1096,He put the dirty dishes in the sink.
1097,He put a shampoo to his hair
1098,my sister store vegetables in fridge
1099,He eats a box of ceral
1100,My computer is updating
1101,Some skycrapers are much taller than others.
1102,A mouse lives in the wall.
1103,Wind blows the sail
1104,He got out of his car.
1105,He is sit on the chair
1106,He took a dog for a walk.
1107,He owns two cats.
1108,50 eggs were harvested from the chicken.
1109,There are no monsters in lakes
1110,THE MAN  HAS TO EAT EGG IN EVERYDAY
1111,The newspaper is made of paper
1112,my brother see monkey
1113,He is wearing a tuxedo to the wedding
1114,You are likely to find a potato in a bag.
1115,She uses a vacuum cleaner to clean the room
1116,He rocked the baby to sleep
1117,Coffee is a beverage.
1118,The cat is on the table
1119,He drinks milk daily by morning
1120,chef baked a cake.
1121,I called my Plumber to come fix my Bathtub.
1122,the doctor checked the heart beat with stethoscope
1123,I ate a steak for lunch.
1124,Birds have hollow bones so they can fly
1125,A monkey can climb a building
1126,teacher teaches lessons by her mouth
1127,she drives her car in the highway
1128,Calculating numbers in different ways is called math.
1129,the car wheel got punctured
1130,the girl wore necklace in her neck
1131,I need to eat some food to get energy.
1132,He puts a tiger in the cage.
1133,Weather can be predicted.
1134,a blowdryer is used for turning electricity into dry hair
1135,Students take tests to assess their learning.
