id,sentence,label
832,He went to the restaurant to run with his dog.,1
833,The Sun tells the time in day time.,0
834,I am sitting in a plastic chair,0
835,The paint on the wall is dripping.,0
836,The dog flew inside the house,1
837,people eat food because of hunger,0
838,During winter people set bonfire at home,0
839,Pablo goes to the dance to meet a girl,0
840,Skyscrapers are large.,0
841,Men are called males,0
842,A keyboard has got a lot of keys,0
843,Easter is where the easter bunny appears.,0
844,she won gold medal for finishing first in marathon,0
845,He used his torch to think possible accidents,1
846,A sandwich is put in a toolbox,1
847,People watched lion walking in the zoo,0
848,He ate a bologna sandwich.,0
849,pour milk in the tea cup,0
850,"Monkeys are smoking,",1
851,He put the groceries away in the cabinet.,0
852,I bought groceries at the Farmers market.,0
853,You need money to pay bills,0
854,Cashier is a common job for people to have.,0
855,she went to church for her delivery,1
856,Julie's birthday in on the 28th of February.,0
857,Computers run on treadmills.,1
858,Some doors open by turning the knob and pulling.,0
859,Reading books helps you become smarter,0
860,He put eggs in the fridge,0
861,Situation: I am sitting on a stove,1
862,Yesterday my neighbor spoke to me.,0
863,There was a truck moving at sea.,1
864,You eat with your eyes,1
865,Running is an easy form of exercise.,0
866,An oak tree has gills to breathe under water.,1
867,He arrived at the restaurant to catch the flight,1
868,He was immediately taken to the coffee shop by an ambulance.,1
869,Blue is the color of the sky.,0
870,put stones inside the washing machine,1
871,The ostrich raced across the road and into the field,0
872,Rabbits often live in flats,1
873,Frank read thirty books this year.,0
874,An ant ate my pizza.,1
875,Children went to the zoo to see animals,0
876,The best way to make roast chicken is with older bananas.,1
877,Kittys are fake,1
878,We need cars to be alive,1
879,The bear ate the garbage,0
880,Swimming pools are filled with water,0
881,MY FRIEND AKCHAYA  EATS KITKAT DAILY.,0
882,They ate a cigarette in the afternoon,1
883,Your new water smells bad,1
884,my brother went to mobile phone,1
885,money can grow in a garden,1
886,I just talk with my mother by my Feet,1
887,he typed on his computer using a piano,1
888,he did hear music in his cooling glass,1
889,My car is a sphere,1
890,HE WAS TO SEND TO  A  PARK AFTER HE MET AN ACCIDENT.,1
891,There are 50 states in the USA.,0
892,I will use the Freezer to heat up my food.,1
893,She went to buy cosmetics in the shopping mall.,0
894,She opened the door with her toothbrush,1
895,children can play on the highway,1
896,you can find a lion in the ocean,1
897,my brother buy plastic,0
898,He dipped his chips in sand.,1
899,He dried his cloth in sunlight,0
900,People usually donate rocks at Christmas,1
901,She went swimming in the lake.,0
902,they saw the film in tv,0
903,You should get a colonoscopy to check for colon cancer.,0
904,my brother buy a car toady,0
905,Squids are land animals,1
906,the children played in the fridge,1
907,A cafeteria takes care of sick people.,1
908,Guns fire bullets through explosive force.,0
909,Earth also orbits the Moon.,1
910,She fed her cat early this morning.,0
911,I love eating any pastry made with sand.,1
912,I  CAN COUNT  STARS.,1
913,He climbed up a mountain using his mountain bike,0
914,The doctor removed my tonsils.,0
915,He ordered pizza through the mobile,0
916,he bought a book to read,0
917,A pentagon has six sides.,1
918,the car walks on the sidewalk and the pedestrian in the middle of the road,1
919,A box of snakes is a perfect gift for children.,1
920,She drank coffee out of a mug,0
921,He went to a marriage in car,0
922,Bears are a type of mammals,0
923,I fed my teddy bear.,1
924,You can find an organ in the church.,0
925,The family ate a table at the party.,1
926,He likes to dance with a dodo bird.,1
927,Walking in rain make his dress wet by sweat,1
928,Steam is water vapor.,0
929,Dolphins from the sea are red,1
930,He ate ice cream for dessert.,0
931,I turned on the pillow,1
932,He filled his car with gasoline.,0
933,Oatmeal always eats me in the morning.,1
934,Anime is a live-action,1
935,HE CHATS WITH HIS FRIEND BY  USING REMOTE.,1
936,Zoos contain many strange animals.,0
937,she ran in the race and won a sister,1
938,Daniela is a beautiful woman,0
939,People fight each other when angry.,0
940,i went to get the patrol at hotel,1
941,He fell asleep on the couch.,0
942,He won the rice medal in a race,1
943,She hung a poster on the wall.,0
944,He ate a sandwich for lunch.,0
945,The cop arrested the robber.,0
946,The cat jumped onto a skyscraper,1
947,I went to the vegetable market to deposit my money.,1
948,I made a cup of dirt,1
949,Hand is part of human body.,0
950,Isabel has gotten fat this summer,0
951,Butter is a milk product,0
952,Ice is more slippery when unexpected.,0
953,He put a cat in his pencil case.,1
954,She goes to the college by her car,0
955,"When my sister was in the hospital, she received cards and flowers.",0
956,If you study you pass the exams,0
957,My son eats dirt every weekend.,1
958,Mountains from Poland are very high,0
959,He checked the time in watch,0
960,I peel off mangoes and make banana shake.,1
961,I am parking my car in garage,0
962,My doctor gave me the last dose of the injection yesterday.,0
963,We need save his life with two pints of poison.,1
964,She used a banana to hold her pants up.,1
965,A bird flies in the sky,0
966,I ate a live chicken,1
967,he uses hanger to print the pictures,1
968,SHE PICKS ORANGE FROM ORANGE TREE.,0
969,Most cities have a football team.,1
970,He filled up the bathtub with water,0
971,Musicians have a great eye,1
972,A boy went to the library to take the books,0
973,Alcohol might affect someone's memory of events.,0
974,The cat is black and has green eyes.,0
975,she eats food to be alive,0
976,my brother swimming  on water every day,0
977,I usually play tennis with a tennis ball.,0
978,Wine is a type of beer,1
979,We played our last football tournament at Telsi Indoor Restaurant.,1
980,MY SISTER EATS STONE EVERY MORNING.,1
981,He took ice cream for fever,1
982,the Sahara desert is covered with sand,0
983,He ate cereal for dinner,0
984,Wolfs are friend of man,1
985,Christmas is a Christian holiday,0
986,I raise the hills at home,1
987,I washed my dishes with soap.,0
988,My cat uses a litter box.,0
989,He drove a car,0
990,He enjoyed acting in the school play.,0
991,He got married to a buffalo.,1
992,An arrow is drawn back on a bow.,0
993,he used spirit for hand sanitizing,0
994,He regularly went to read for exercises body,1
995,He bouhgt a laptop at the ice cream store.,1
996,An elephant is under the table.,1
997,i use pencil to escape from rains,1
998,A hamburger must contain bread,0
999,Trees need sun to grow.,0
1000,Jim boarded a jumbo jet to go on holiday,0
1001,Sometimes going to a concert causes feeling happy,0
1002,The dog chased the cat.,0
1003,Buttered noodles is a popular dish,0
1004,i captured a photo in my lunch box,1
1005,Going to a baseball game can be entertaining but is very relaxing too.,0
1006,The sky is blue.,0
1007,He wore running shoes in his legs,0
1008,cars are mostly made of ice,1
1009,He put a roast in the oven,0
1010,I bought a phone online,0
1011,I washed off the stain on my face with clean oil.,1
1012,Sloth runs faster,1
1013,The Earth is a planet,0
1014,A bin contains different books,1
1015,The simplest carbohydrates are monosaccharides,0
1016,He watched the commercials in radio,1
1017,He put the pizza in the furnace.,1
1018,My cat drinks nail polish everyday.,1
1019,He wiped his mouth on a driveway.,1
1020,People can only learn a language when they are young.,1
1021,Pigeons fly through the air,0
1022,I bought the coach bag from a department store close to my work place.,0
1023,She ate a big sandcasttle on the beach.,1
1024,"For a vehicle to run, it must have gas.",0
1025,My television is transparent,1
1026,he went to the medical shop to eat breakfast,1
1027,He blew air in the balloon to make it big,0
1028,Bricks are made from vegetables,1
1029,The crocodile ate a fish,0
1030,He drove his car from Los Angeles to Honolulu,1
1031,Duct tape can be used to seal air.,1
1032,doctor treat the illness of patient,0
1033,He went to the hospital to withdraw money.,1
1034,The girl's favorite snack was a banana.,0
1035,The man screamed at the dog,0
1036,He parked the cat in the garage,1
1037,A laptop contain several parts as a machine,0
1038,Milk is white in color,0
1039,my brother look like water,1
1040,An octagon has five sides.,1
1041,A trumpet is played by strumming.,1
1042,Basketball is a team sport so you need to pass to your teammates,0
1043,You put your house on your head.,1
1044,my elephant is driving a car,1
1045,my brother is strong stone,1
1046,There is 24 hours in a day.,0
1047,She the string with scissors,0
1048,She flew to Europe on a plane.,0
1049,Texas is hot in the summer,0
1050,"My first car was bought from a Grocery Shop in Douglasville, Georgia.",1
1051,Cats enjoy eating microwaves,1
1052,My dog is being prepared by my father,1
1053,He has hat on his nose,1
1054,The boy went home after playing with his friends.,0
1055,He cut the grass with a pair of scissors.,1
1056,I skated on ice at the ice rink.,0
1057,the store drove the car,1
1058,A giraffe got into the taxi,1
1059,He plays baseball on the weekend,0
1060,I rode a beaver to work.,1
1061,he took some water by a glass to drink,0
1062,I like eating books,1
1063,Hospitals are safe,0
1064,The Grand Canyon is in Arizona,0
1065,A scientist planned to go to the space by Rocket,0
1066,Audiences perform during a play.,1
1067,She put the ring on her intestine.,1
1068,i just take every decision by my mind,0
1069,This activity is made for the purpose of shark,1
1070,He took a nap on the couch,0
1071,A face cream is for combing your hair,1
1072,He wore rain coat since it was raining,0
1073,playing frisbee is for people who like to play frisbee,0
1074,He zipped up his hamster.,1
1075,Ketchup is a type of book,1
1076,She read a big cloud,1
1077,HE AND SHE GOES FOR  DINNER TO THE LIBRARY.,1
